filmtv_id,title,year,genre,duration,country,director,actors,avg_vote,votes,description,notes
883,La battaglia del Sinai,1969,War,89,"Italy, Israel",Maurizio Lucidi,"Franco Giornelli, Assaf Dayan, Luigi Casellato, Luciano Catenacci",7,3,,
884,Bitka na Neretvi,1969,War,134,Yugoslavia,Veljko Bulajic,"Sergej Bondarchuk, Yul Brynner, Curd Jürgens, Sylva Koscina",7,54,,
885,Battle of the Rogue River,1957,Western,89,United States,William Castle,"George Montgomery, Richard Denning, Martha Hyer",7.2,4,,
887,Midway,1976,War,132,United States,Jack Smight,"Charlton Heston, Henry Fonda, James Coburn, Toshiro Mifune, Robert Mitchum, Glenn Ford",6.4,56,,
888,A Fight for Jenny,1986,Drama,120,United States,Robert Greenwald,"Lesley Ann Warren, Philip Michael Thomas",6,1,,
889,Batticuore,1939,Comedy,87,Italy,Mario Camerini,"Assia Noris, John Lodge, Rubi Dalma",7,2,,
890,Battle Beneath the Earth,1967,Fantasy,91,Great Britain,Montgomery Tully,"Kerwin Mathews, Viviane Ventura, Martin Benson",4,1,,
891,Weekend of Shadows,1978,Drama,95,Australia,Tom Jeffrey,"John Waters (III), Melissa Jaffer, Graeme Blundell",5.3,3,,
892,Bayo,1987,Drama,94,United States,Mort Ransen,E. McNamara,6,1,,
893,Saved by the Bell: Hawaiian Style,1992,Comedy,100,United States,Don Barnhart,"Mark Paul Gosselaar, Mario Lopez, Dustin Diamond, Tiffani Thiessen",6,3,,
894,Baywatch: River of No Return,1992,Adventure,89,United States,Douglas Schwartz,"David Hasselhoff, Erika Eleniak, Billy Warlock, Nicole Eggert",6,1,,
896,L'homme orchestre,1970,Comedy,85,France,Serge Korber,"Louis De Funès, Noelle Adam, Olivier De Funès",5.3,17,,
897,Funny About Love,1990,Comedy,92,United States,Leonard Nimoy,"Gene Wilder, Christine Lahti, Mary Stuart Masterson, Stephen Tobolowsky",3.9,6,,
899,Beetlejuice,1988,Fantasy,93,United States,Tim Burton,"Alec Baldwin, Geena Davis, Michael Keaton, Winona Ryder, Catherine O'Hara, Jeffrey Jones, Glenn Shadix, Sylvia Sydney, Annie McEnroe, Adelle Lutz, Robert Goulet, Dick Cavett, Susan Kellermann, Maree Cheatham",7.3,337,,
900,Il... Belpaese,1977,Comedy,115,Italy,Luciano Salce,"Paolo Villaggio, Silvia Dionisio, Gigi Reder, Massimo Boldi",6.3,52,,
901,A Fine Mess,1986,Comedy,88,United States,Blake Edwards,"Ted Danson, Howie Mandel, Richard Mulligan, Stuart Margolin",5.5,6,,
902,The Believers,1987,Horror,109,United States,John Schlesinger,"Martin Sheen, Helen Shaver, Harley Cross",6,24,,
903,Il bell'Antonio,1959,Drama,105,Italy,Mauro Bolognini,"Marcello Mastroianni, Claudia Cardinale, Pierre Brasseur, Rina Morelli",7.8,93,,
904,Cannon Movie Tales: Sleeping Beauty,1989,Fantasy,90,United States,David Irving,"Morgan Fairchild, Tahnee Welch",5.5,2,,
905,La bella addormentata,1942,Drama,90,Italy,Luigi Chiarini,"Luisa Ferida, Amedeo Nazzari",7.1,7,,
906,The Matchmaker,1958,Comedy,101,United States,Joseph Anthony,"Shirley MacLaine, Shirley Booth, Anthony Perkins",7.5,2,,
907,The Wicked Lady,1945,Adventure,104,Great Britain,Leslie Arliss,"Margaret Lockwood, James Mason, Patricia Roc, Griffith Jones",6,16,,
908,The Marrying Man,1991,Comedy,117,United States,Jerry Rees,"Kim Basinger, Alec Baldwin, Robert Loggia",5.7,21,,
909,Shattered Image,1993,Thriller,90,United States,Fritz Kiersch,"Bo Derek, John Savage, Jack Scalia",6,3,,
911,Silk Stockings,1957,Musical,117,United States,Rouben Mamoulian,"Cyd Charisse, Fred Astaire, Peter Lorre, Jules Munshin",7,15,,
913,The Belle of New York,1952,Musical,82,United States,Charles Walters,"Fred Astaire, Vera-Ellen, Marjorie Main, Keenan Wynn, Alice Pearce",6.7,7,,
914,La bella di Roma,1955,Comedy,98,Italy,Luigi Comencini,"Antonio Cifariello, Alberto Sordi, Silvana Pampanini, Paolo Stoppa, Lina Volonghi, Gigi Reder",6.6,40,,
915,The Lady and the Highwayman,1989,Adventure,90,Great Britain,John Hough,"Oliver Reed, Claire Bloom, Lysette Anthony, Hugh Grant",6,1,,
916,Beauty and the Beast,1963,Fantasy,77,United States,Edward L. Cahn,"Joyce Taylor, Merry Anders",6,1,,
917,Beauty and the Beast,1987,Fantasy,93,United States,Eugene Marner,"Rebecca De Mornay, John Savage, Yossi Graber",6.4,8,,
918,Pretty in Pink,1986,Comedy,96,United States,Howard Deutch,"Molly Ringwald, Andrew McCarthy, Harry Dean Stanton, Jon Cryer, James Spader",5.6,38,,
919,She Couldn't Say No,1954,Comedy,85,United States,Lloyd Bacon,"Jean Simmons, Robert Mitchum, Arthur Hunnicutt, Edgar Buchanan, Wallace Ford",5.6,12,,
920,Das Blaue Licht,1932,Drama,86,Germany,Leni Riefenstahl,"Leni Riefenstahl, Mathias Wieman, Beni Führer, Max Holzboer",6.7,7,,
921,La bella mugnaia,1955,Comedy,91,Italy,Mario Camerini,"Sophia Loren, Marcello Mastroianni, Vittorio De Sica, Paolo Stoppa, Yvonne Sanson",5.5,21,,
922,Bella Otero,1985,Biography,90,Spain,José Maria Sanchez,"Angela Molina, Harvey Keitel, Lina Sastri, Aurore Clément, Vittorio Caprioli",6,2,,
923,"Bella, ricca, lieve difetto fisico...",1973,Comedy,102,Italy,Nando Cicero,"Carlo Giuffrè, Marisa Mell, Erika Blanc, Gina Rovere, Elena Fiore, Nino Terzo",3.8,15,,
924,Belle da morire,1992,Thriller,97,"Italy, Spain",Riccardo Sesani,"Brian Peterson, Adriana Russo, Fabiola Toledo, Domiziano Arcangeli, Carmen Di Pietro",3,8,,
925,Total Exposure,1990,Thriller,96,United States,John Quinn,"Michael Nouri, Season Hubley, Christian Bocher",6,1,,
926,Les belles-de-nuit,1952,Romantic,87,France,René Clair,"Gérard Philipe, Martine Carol, Gina Lollobrigida, Paolo Stoppa",7,19,,
927,Belle ma povere,1957,Comedy,99,Italy,Dino Risi,"Renato Salvatori, Maurizio Arena, Marisa Allasio, Lorella De Luca, Alessandra Panaro",5.9,26,,
928,High Hopes,1988,Drama,102,Great Britain,Mike Leigh,"Ruth Sheen, Philip Davis, Edna Dore, Philip Jackson, Heather Tobias",7.6,20,,
929,La bellezza di Ippolita,1962,Comedy,90,Italy,Giancarlo Zagni,"Gina Lollobrigida, Enrico Maria Salerno, Milva, Carlo Giuffrè",5.3,13,,
930,Bathing Beauty,1944,Musical,101,United States,George Sidney,"Esther Williams, Red Skelton, Basil Rathbone",7,10,,
931,Bellezze in bicicletta,1951,Comedy,101,Italy,Carlo Campogalliani,"Silvana Pampanini, Delia Scala, Renato Rascel, Aroldo Tieri",4.4,11,,
932,Bellezze sulla spiaggia,1961,Comedy,87,Italy,Romolo Guerrieri,"Walter Chiari, Mario Carotenuto, Valeria Fabrizi, Ennio Girolami",4.1,7,,
933,My Own Private Idaho,1991,Drama,105,United States,Gus Van Sant,"River Phoenix, Keanu Reeves, James Russo, Chiara Caselli",7.2,152,,
934,Bellissima,1951,Drama,113,Italy,Luchino Visconti,"Anna Magnani, Walter Chiari, Tina Apicella, Alessandro Blasetti",8.7,182,,
935,Le bellissime gambe di Sabrina,1958,Comedy,109,Italy,Camillo Mastrocinque,"Antonio Cifariello, Mamie Van Doren, Raffaele Pisu, Enrico Viarisio",6.5,4,,
936,Un bellissimo novembre,1969,Drama,91,Italy,Mauro Bolognini,"Gina Lollobrigida, Paolo Turco, Gabriele Ferzetti, Margarita Lozano",6.1,14,,
937,"Il bello, il brutto, il cretino",1967,Comedy,92,Italy,Gianni Grimaldi,"Franco Franchi, Ciccio Ingrassia, Mimmo Palmara, Birgit Petri",5.3,43,,
939,Track of the Cat,1954,Drama,102,United States,William A. Wellman,"Robert Mitchum, Teresa Wright, Diana Lynn, Tab Hunter",7.6,17,,
940,Le belve,1971,Comedy,110,Italy,Gianni Grimaldi,"Lando Buzzanca, María Baxa, Femi Benussi, Paola Borboni, Ira Fürstenberg",3.8,11,,
942,Ben Hur,1959,Biblical,212,United States,William Wyler,"Charlton Heston, Stephen Boyd, Jack Hawkins, Hugh Griffith",8,226,,
943,Bed of Lies,1992,Drama,90,United States,William A. Graham,"Susan Dey, Chris Cooper, Fred Dalton Thompson",8,2,,
944,Benefit of the Doubt,1992,Thriller,90,United States,Jonathan Heap,"Donald Sutherland, Amy Irving, Graham Greene, Rider Strong",5.8,3,,
945,Bengasi,1942,War,89,Italy,Augusto Genina,"Fosco Giachetti, Amedeo Nazzari, Maria De Tasnady, Vivi Gioi, Laura Redi",5.9,8,,
946,Benjamin ou les mémoires d'un puceau,1967,Comedy,100,France,Michel Deville,"Pierre Clementi, Catherine Deneuve, Michèle Morgan, Michel Piccoli",9,2,,
947,Family Reunion,1988,Comedy,95,United States,Dick Sarin,"David Eisner, Rebecca Jenkins, Louise Vallance, Frank C. Turner",4,1,,
948,Home Town Boy Makes Good,1992,Comedy,85,United States,David Burton Morris,"Anthony Edwards, Grace Zabriskie, Cynthia Bain",6,1,,
949,Hello Again,1987,Fantasy,95,United States,Frank Perry,"Shelley Long, Corbin Bernsen, Judith Ivery, Sela Ward",6,2,,
950,Benvenuta,1983,Drama,105,Belgium,André Delvaux,"Fanny Ardant, Vittorio Gassman, Mathieu Carrière",5.6,10,,
951,Berlino - Appuntamento per le spie,1965,Spy,90,Italy,Vittorio Sala,"Brett Halsey, Anna Maria Pierangeli, Gastone Moschin, Tanya Beryl",5,4,,
952,Judgment in Berlin,1988,Drama,110,United States,Leo Penn,"Martin Sheen, Heinz Hoenig, Sam Wanamaker, Sean Penn, Max Gail",5.8,4,,
953,Bermude: la fossa maledetta,1978,Adventure,95,Italy,Anthony Richmond (Tonino Ricci),"Andrés García, Janet Agren, Pino Colizzi, Adriana Falco",3.5,7,,
954,The Song of Bernadette,1943,Biography,156,United States,Henry King,"Jennifer Jones, William Eythe, Charles Bickford, Vincent Price, Lee J. Cobb",6.5,36,,
955,The Green Berets,1968,War,138,United States,"John Wayne, Ray Kellogg","John Wayne, David Janssen, Jim Hutton, Aldo Ray, Raymond St. Jacques",5.3,64,,
956,Targets,1968,Drama,90,United States,Peter Bogdanovich,"Boris Karloff, Tim O'Kelly, Peter Bogdanovich, James Brown",7.9,43,,
957,Direct Hit,1993,Thriller,90,United States,Joseph Merhi,"William Forsythe, Jo Champa, Richard Norton, George Segal",4,2,,
958,Midnight Target,1992,Action,105,United States,John Nicolella,"Michael Paré, Adam Ant, Dennis Hopper",4,1,,
959,The Tall Target,1951,Thriller,78,United States,Anthony Mann,"Dick Powell, Adolphe Menjou, Paula Raymond",6.7,8,,
960,Prime Target,1991,Crime,84,United States,David Heavener,"David Heavener, Tony Curtis, Isaac Hayes, Don Stroud",6,1,,
961,Number One with a Bullet,1986,Crime,103,United States,Jack Smight,"Robert Carradine, Billy Dee Williams",5.5,2,,
962,Los gusanos no llevan bufanda,1992,Comedy,94,Spain,Javier Elorrieta,"Clayton Rohner, Cristina Piaget, Josè Luis Lopez, Anthony Perkins",4,1,,
963,"Bertoldo, Bertoldino e Cacasenno",1984,Comedy,128,Italy,Mario Monicelli,"Ugo Tognazzi, Maurizio Nichetti, Lello Arena, Alberto Sordi",5.6,54,,
964,Best Sellers,1987,Thriller,109,United States,John Flynn,"James Woods, Brian Dennehy, Paul Shenar",6.4,10,,
965,Human Desire,1955,Drama,90,United States,Fritz Lang,"Glenn Ford, Gloria Grahame, Broderick Crawford, Kathleen Case",7.7,19,,
968,Beverly Hills Cop II,1987,Comedy,99,United States,Tony Scott,"Eddie Murphy, Brigitte Nielsen, Judge Reinhold",5,115,,
969,Beverly Hills Cop,1984,Comedy,105,United States,Martin Brest,"Eddie Murphy, Lisa Eilbacher, Judge Reinhold, John Ashton",7.3,161,,
971,Bianca,1984,Drama,96,Italy,Nanni Moretti,"Nanni Moretti, Laura Morante, Roberto Vezzosi, Claudio Bigagli, Remo Remotti",8.1,264,,
972,Cannon Movie Tales: Snow White,1989,Fantasy,85,United States,Michael Berz,"Diana Rigg, Sarah Peterson",5.5,3,,
973,The Virgin Queen of St. Francis High,1988,Comedy,89,United States,Frank Lucente,"Joe R. Straface, Stacy Christensen, Lee Barringer",6,1,,
975,White Christmas,1954,Musical,90,United States,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen",7.3,17,,
976,"Bianco, rosso e Verdone",1981,Grotesque,110,Italy,Carlo Verdone,"Carlo Verdone, Elena Fabrizi, Milena Vukotic, Irina Sanpiter",7.4,319,,
979,Big,1988,Comedy,104,United States,Penny Marshall,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jon Lovitz, David Moscow",6,113,,
980,The Big Easy,1986,Crime,102,United States,Jim McBride,"Dennis Quaid, Ellen Barkin, Ned Beatty, John Goodman",7.1,24,,
982,Harry and the Hendersons,1987,Fantasy,101,United States,William Dear,"John Lithgow, Melinda Dillon, Don Ameche",5.8,23,,
983,"Planes, Trains and Automobiles",1987,Comedy,95,United States,John Hughes,"Steve Martin, John Candy, Laila Robbins, Michael McKean",7.5,133,,
984,Bimini Code,1982,Adventure,95,United States,George Stapleton,"Denis Neilson, Dick Robinson, Rick Guinn",4.5,2,,
985,Bikini Car Wash 2,1992,Comedy,90,United States,Ed Hansen,"Joe Dusic, Neriah Napaul",4,1,,
986,Bikini Car Wash,1992,Comedy,90,United States,Jan Marlyn Reesman,"Gloria nelson, Jody bradley, Augusta Lee, Tess Martinelli, Shiloh Pettibone",4,1,,
987,Corporate Assets,1992,Comedy,90,United States,Gary Orona,"Kristi Ducati, Suzanne Browne",4,1,,
988,When Willie Comes Marching Home,1950,Comedy,82,United States,John Ford,"Dan Dailey, Corinne Calvet, Colleen Townshend",5.8,6,,
989,Billy Budd,1962,Drama,125,Great Britain,Peter Ustinov,"Terence Stamp, Robert Ryan, Peter Ustinov, Melvin Douglas",7.3,7,,
991,Bingo Bongo,1982,Comedy,105,Italy,Pasquale Festa Campanile,"Adriano Celentano, Carole Bouquet, Felice Andreasi, Enzo Robutti",5.2,68,,
992,La blonde de Pékin,1966,Spy,80,France,Nicolas Gessner,"Mireille Darc, Claudio Brook, Edward G. Robinson, Giorgia Moll",4.9,5,,
993,It Happened at the World's Fair,1962,Comedy,104,United States,Norman Taurog,"Elvis Presley, Gary Lockwood, Joan O'Brien, Yvonne Craig",7,4,,
995,Biraghin,1946,Comedy,89,Italy,Carmine Gallone,"Lilia Silvi, Andrea Checchi",2.8,3,,
996,Bird,1988,Biography,160,United States,Clint Eastwood,"Forest Whitaker, Diane Venora, Michael Zelniker, Samuel E. Wright, Keith David",7.8,108,,
997,Birdy,1984,Drama,120,United States,Alan Parker,"Matthew Modine, Nicolas Cage, Karen Young, Bruno Kirby",6.6,88,,
998,Il birichino di papà,1943,Comedy,90,Italy,Raffaello Matarazzo,"Chiaretta Gelli, Dina Galli, Anna Proclemer, Armando Falconi, Paola Borboni",4.3,7,,
999,La bisbetica domata,1967,Comedy,122,Italy,Franco Zeffirelli,"Elizabeth Taylor, Richard Burton, Cyril Cusack, Lino Capolicchio",6.6,52,,
1000,Love Before Breakfast,1936,Comedy,65,United States,Walter Lang,"Carole Lombard, Preston Foster",4,1,,
1001,Il bisbetico domato,1980,Comedy,95,Italy,Castellano & Pipolo,"Adriano Celentano, Ornella Muti, Edith Peters, Milly Carlucci, Pippo Santonastaso",5.4,115,,
1002,The Operation,1990,Drama,100,United States,Thomas J. Wright,"Joe Penny, Lisa Hartman, Jason Beghe, Dori Brenner, Katie Johnson",8,2,,
1003,Bix - Un'ipotesi leggendaria,1991,Musical,115,Italy,Pupi Avati,"Bryant Weeks, Ray Edelstein, Julia Ewing, Mark Collver, Barbara Wilder, Debbon Ayre",6.3,13,,
1004,Family Viewing,1987,Drama,96,Canada,Atom Egoyan,"Aidan Tierney, David Hemblen, Gabrielle Rose, Arsinée Khanjian",6.9,7,,
1006,Black Rain,1989,Crime,125,United States,Ridley Scott,"Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw",7.3,165,,
1007,The Black Stallion,1979,Adventure,120,United States,Carrol Ballard,"Kelly Reno, Mickey Rooney, Teri Garr",7.1,18,,
1008,Black Sunday,1976,Thriller,140,United States,John Frankenheimer,"Robert Shaw, Bruce Dern, Marthe Keller",7.3,27,,
1009,Blade Runner,1982,Fantasy,124,United States,Ridley Scott,"Harrison Ford, Sean Young, Rutger Hauer, Daryl Hannah, William J. Sanderson",9.1,278,,
1011,Blastfighter,1984,Action,91,Italy,John Old jr. (Lamberto Bava),"Michael Sopkiw, Valerie Blake, George Eastman, Mike Miller",5,22,,
1012,Raise the Titanic!,1980,Adventure,107,United States,Jerry Jameson,"Jason Robards, Richard Jordan, David Selby, Alec Guinness",4.4,13,,
1013,The Blob,1989,Fantasy,100,United States,Chuck Russell,"Kevin Dillon, Shawnee Smith, Donovan Leitch, Jeffrey DeMunn",5.8,40,,
1014,Blonde Bombshell,1933,Comedy,95,United States,Victor Fleming,"Jean Harlow, Lee Tracy, Frank Morgan, Franchot Tone",7.8,4,,
1015,Blood Ties,1991,Thriller,90,United States,Jim McBride,"Harley Venton, Patrick Bauchau, Kim Johnston-Ulrich, Bo Hopkins",6,1,,
1016,Bloody Psycho,1989,Horror,89,Italy,Leandro Lucchetti,"Peter Hinz, Brigitte Christensen, Loes Kamma, Sacha Darwin",3.5,30,,
1017,Blow Out,1981,Thriller,107,United States,Brian De Palma,"John Travolta, Nancy Allen, John Lithgow, Dennis Franz",7.7,266,,
1018,Blue City,1986,Action,83,United States,Michelle Manning,"Judd Nelson, Ally Sheedy, David Caruso, Paul Winfield, Scott Wilson",4.5,2,,
1019,Blue De Ville,1986,Comedy,100,United States,Jim Johnston,"Jennifer Runyon, Kimberley Pistone, Mark Thomas Miller",6,1,,
1020,The Great Texas Dynamite Chase,1977,Action,90,United States,Michael Pressman,"Claudia Jennings, Jocelyn Jones, Johnny Crawford, Tara Strohmeier",7.1,11,,
1021,Blueprint,1992,Drama,192,Sweden,Rickard Petrelius,"Asa Göransson, Marika Lagercrantz, Peter Haber, Samuel Fröler",6,1,,
1022,The Blues Brothers,1980,Comedy,127,United States,John Landis,"John Belushi, Dan Aykroyd, John Candy, Carrie Fisher, Aretha Franklin, Cab Calloway, Ray Charles, James Brown (II), Donald Dunn, Murphy Dunne, Willie Hall",9,684,,
1023,Blues metropolitano,1985,Comedy,111,Italy,Salvatore Piscicelli,"Ida Di Benedetto, Paolo Bonetti, Barbara D'Urso, Tony Esposito, Giuseppe Lanzetta, Diego Pesaola, Angelo Cannavacciuolo",4.7,15,,
1024,Bob le flambeur,1955,Crime,100,France,Jean-Pierre Melville,"Roger Duchesne, Daniel Cauchy, Isabelle Corey",8.1,32,,
1025,Fancy Pants,1950,Comedy,92,United States,George Marshall,"Bob Hope, Lucille Ball, Bruce Cabot",5.8,4,,
1026,Bob Roberts,1992,Drama,100,United States,Tim Robbins,"Tim Robbins, Gore Vidal, Susan Sarandon, Giancarlo Esposito, Ray Wise, Brian Murray, Alan Rickman, David Strathairn, John Cusack, Jack Black",7.3,22,,
1027,Walk Like a Man,1987,Comedy,86,United States,Melvin Frank,"Howie Mandel, Christopher Lloyd, Cloris Leachman, Colleen Camp",5,2,,
1029,La bocca,1990,Drama,104,Italy,Luca Verdone,"Tahnee Welch, Rodney Harvey, Claudine Auger, Alida Valli",3.4,11,,
1030,Firepower,1979,Adventure,103,Great Britain,Michael Winner,"O. J. Simpson, Sophia Loren, James Coburn, Eli Wallach, Anthony Franciosa, Vincent Gardenia, Victor Mature",5.3,12,,
1031,La bocca sulla strada,1941,Comedy,120,Italy,Roberto Roberti,"Armando Falconi, Carla Del Poggio, Guglielmo Barnabò",4,1,,
1032,Boccaccio,1940,Musical,80,Italy,Marcello Albani,"Clara Calamai, Osvaldo Valenti, Silvana Jachino",4,1,,
1033,Boccaccio '70,1962,Comedy,150,Italy,"Vittorio De Sica, Federico Fellini, Luchino Visconti, Mario Monicelli","Sophia Loren, Peppino De Filippo, Anita Ekberg, Tomas Milian, Romy Schneider, Marisa Solinas, Germano Gilioli",6.5,74,,
1034,Boccaccio '70. Renzo e Luciana,1961,Comedy,43,Italy,Mario Monicelli,"Marisa Solinas, Germano Gilioli",6.7,10,,
1035,Body Rock,1984,Musical,93,United States,Marcelo Epstein,"Lorenzo Lamas, Vicki Frederick, Michelle Nicastro, Ray Sharkey",7,2,,
1036,La bohème,1988,Musical,100,Italy,Luigi Comencini,"Barbara Hendricks, Luca Canonici, Gino Quilico",6,2,,
1037,The Hangman,1959,Western,86,United States,Michael Curtiz,"Robert Taylor, Tina Louise, Fess Parker, Jack Lord",5.9,12,,
1038,The Traveling Executioner,1970,Action,95,United States,Jack Smight,"Stacy Keach, Marianna Hill, Bud Cort, Graham Jarvis",7.5,2,,
1039,Time Bomb,1984,Action,120,United States,Paul Krasny,"Morgan Fairchild, Billy Dee Williams, Joseph Bottoms",4,2,,
1041,Bonnie and Clyde,1967,Gangster,111,United States,Arthur Penn,"Warren Beatty, Faye Dunaway, Gene Hackman, Michael J. Pollard, Estelle Parsons",8.6,187,,
1043,Bonnie e Clyde all'italiana,1983,Comedy,97,Italy,Steno,"Paolo Villaggio, Ornella Muti, Jean Sorel, Martufello, Antonio Allocca, Antonio Basile",4.7,55,,
1044,Il boom,1963,Comedy,93,Italy,Vittorio De Sica,"Alberto Sordi, Gianna Maria Canale, Maria Grazia Buccella",7.6,67,,
1045,Boomerang,1947,Drama,88,United States,Elia Kazan,"Dana Andrews, Lee J. Cobb, Arthur Kennedy, Jane Wyatt, Ed Begley, Karl Malden",7.5,17,,
1046,The Reivers,1969,Comedy,111,United States,Mark Rydell,"Steve McQueen, Sharon Farrell, Ruth White, Michael Constantine, Mitch Vogel",7.1,13,,
1047,Bordella,1976,Grotesque,100,Italy,Pupi Avati,"Gigi Proietti, Christian De Sica, Al Lettieri, Vincent Gardenia",5.6,40,,
1048,The Border,1979,Drama,87,United States,Christopher Leitch,"Telly Savalas, Danny De La Paz, Eddie Albert",5.3,5,,
1049,Boris & Natasha,1992,Comedy,88,United States,Charles Martin Smith,"Sally Kellerman, David Thomas, John Travolta",8,2,,
1050,Borotalco,1981,Comedy,130,Italy,Carlo Verdone,"Carlo Verdone, Eleonora Giorgi, Angelo Infanti, Christian De Sica, Enrico Papa",6.9,195,,
1051,Sticky Fingers,1988,Comedy,97,United States,Catlin Adams,"Helen Slater, Melanie Mayron, Eileen Brennan, Loretta Devine",5,2,,
1052,Borsalino,1970,Gangster,131,"France, Italy",Jacques Deray,"Alain Delon, Jean-Paul Belmondo, Catherine Rouvel, Françoise Christophe, Michel Bouquet, Reinhard Kolldehoff",7.4,60,,
1054,Le bois des amants,1960,War,90,France,Claude Autant-Lara,"Laurent Terzieff, Erika Remberg, Françoise Rosay",6,1,,
1055,The Freshman,1989,Comedy,102,United States,Andrew Bergman,"Marlon Brando, Matthew Broderick, Penelope Ann Miller, Maximilian Schell",5.5,35,,
1056,The Bostonians,1984,Drama,129,Great Britain,James Ivory,"Vanessa Redgrave, Madeleine Potter, Christopher Reeve",6.4,15,,
1059,La bottega dell'orefice,1987,Romantic,110,Italy,Michael Anderson,"Burt Lancaster, Andrea Occhipinti, Jo Champa, Ben Cross",6.8,4,,
1060,The Bounty,1984,Adventure,130,"United States, Great Britain",Roger Donaldson,"Mel Gibson, Anthony Hopkins, Edward Fox, Laurence Olivier, Daniel Day-Lewis, Bernard Hill, Philip Davis, Liam Neeson, Wi Kuki Kaa, Tevaite Vernette, Philip Martin Brown, Simon Chandler, Malcolm Terris, Simon Adams, John Sessions",6.7,70,,
1061,Bounty Tracker,1992,Crime,86,United States,Kurt Anderson,"Lorenzo Lamas, Matthias Hues, Eugene Robert Glazer",7.5,9,,
1062,Girl Fighter,1973,Action,88,Taiwan,Yang Shih Chin,"Polly Kuan, Tian Peng, Tsao Chien, Chen Huilou",4.8,10,,
1063,The Boy Friend,1971,Musical,110,Great Britain,Ken Russell,"Twiggy, Christopher Gable, Max Adrian, Tommy Tune, Glenda Jackson",8,14,,
1064,Sanders of the River,1935,Adventure,98,Great Britain,Zoltan Korda,"Leslie Banks, Paul Robeson, Nina Mae McKinney, Robert Cochrane",5,2,,
1065,Death Stalk,1975,Thriller,90,United States,Robert Day,"Vince Edwards, Carol Lynley, Anjanette Comer, Vic Morrow",6,1,,
1067,The Big Town,1987,Drama,109,United States,Ben Bolt,"Matt Dillon, Diane Lane, Tommy Lee Jones",5.4,10,,
1068,The French Connection,1971,Crime,104,United States,William Friedkin,"Gene Hackman, Fernando Rey, Roy Scheider, Marcel Bozzuffi",8.4,244,,
1069,Popeye Doyle,1986,Crime,100,United States,Peter Levin,"Ed O'Neill, Matthew Lawrance, James Handy, Audrey Landers",4,1,,
1070,The French Connection II,1975,Crime,112,United States,John Frankenheimer,"Gene Hackman, Fernando Rey, Bernard Fresson, Philippe Léotard",7.8,94,,
1071,Der Wilderer vom Silberwald,1957,Drama,97,Germany,Otto Meyer,"Rudolf Lenz, Anita Gutwell, Rudolf Carl, Lucie Englisch, Traute Wassler, Marisa Mell, Heli Finkenzeller",6,1,,
1072,The Happiness Cage,1972,Drama,93,United States,Bernard Girard,"Christopher Walken, Joss Ackland",6,1,,
1073,Lust for Life,1956,Biography,122,United States,Vincente Minnelli,"Kirk Douglas, Anthony Quinn, James Donald, Pamela Brown",7.6,62,,
1075,The Bravados,1958,Western,98,United States,Henry King,"Gregory Peck, Joan Collins, Henry Silva, Lee Van Cleef, Andrew Duggan, Herbert Rudley",7.5,41,,
1076,Bravissimo,1955,Comedy,95,Italy,Luigi Filippo D'Amico,"Alberto Sordi, Giancarlo Zarfati, Patrizia Della Rovere, Irene Tunc",6.8,37,,
1077,Il bravo di Venezia,1941,Drama,115,Italy,Carlo Campogalliani,"Rossano Brazzi, Paola Barbara, Valentina Cortese",4.6,6,,
1078,Break Up,1965,Grotesque,85,Italy,Marco Ferreri,"Marcello Mastroianni, Catherine Spaak, Ugo Tognazzi, Ennio Balbo",7.5,25,,
1082,Breaking the Silence,1992,Drama,100,United States,Robert Iscove,"Stephany Zimbalist, Gregory Harrison",6,1,,
1084,Brenda Starr,1976,Adventure,90,United States,Mel Stuart,"Jill St. John, Jed Allen, Sorrell Brooke",4,1,,
1085,Brenda Starr,1989,Adventure,87,United States,Robert Ellis Miller,"Brooke Shields, Timothy Dalton, Tony Peck, Diana Scarwid",4.3,5,,
1086,Brief Encounter,1945,Mélo,86,Great Britain,David Lean,"Celia Johnson, Trevor Howard, Cyril Raymond, Stanley Holloway",8.3,81,,
1087,"Daddy, I Don't Like This",1978,Drama,95,United States,Adell Aldrich,"Talia Shire, Burt Young, Raymond J. Barry, G. Adam Gifford",7.5,3,,
1088,Una breve vacanza,1973,Drama,112,"Italy, Spain",Vittorio De Sica,"Florinda Bolkan, Renato Salvatori, Daniel Quenaud",5.5,7,,
1089,Life of Brian,1979,Comedy,94,Great Britain,Terry Jones,"Graham Chapman, John Cleese, Eric Idle, Michael Palin",7.6,186,,
1090,Il brigadiere Pasquale Zagaria ama la mamma e la polizia,1974,Comedy,100,Italy,Luca Davan (Mario Forges Davanzati),"Lino Banfi, Aldo Giuffré, Francesca Romana Coluzzi",5.1,35,,
1091,The Devil's Brigade,1968,War,98,United States,Andrew V. McLaglen,"William Holden, Cliff Robertson, Vince Edwards, Andrew Prine",6.1,10,,
1092,I Was a Teenage Vampire,1987,Comedy,89,United States,Jimmy Huston,"Robert Sean Leonard, Cheryl Pollak, Evan Mirand, Cecilia Peck",5.9,9,,
1093,The Secret Of Nimh,1982,Animation,82,United States,Don Bluth,,8.5,78,,
